StudentID,AcademicCollege,AcademicDepartment,AcademicMajor,EnrollmentTerm,TermSeason,TermYear,CohortYear,FirstTimeStatus,CreditsAttempted,FullTimeStatus,GPA,RetainedNextFall
S02000,Arts & Sciences,Statistics,Statistics Major,Summer 2024,Summer,2024,2024,Continuing,12,Full-Time,2.93,
S02000,Arts & Sciences,Statistics,Statistics Major,Fall 2024,Fall,2024,2024,First-Time,14,Full-Time,2.55,Retained
S02000,Arts & Sciences,Statistics,Statistics Major,Spring 2025,Spring,2025,2024,Continuing,17,Full-Time,3.75,
S02000,Arts & Sciences,Statistics,Statistics Major,Summer 2025,Summer,2025,2024,Continuing,10,Full-Time,3.06,
S02001,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2023,Fall,2023,2023,First-Time,15,Full-Time,3.69,Not Retained
S02001,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,3.38,
S02001,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2024,Summer,2024,2023,Continuing,4,Part-Time,3.64,
S02001,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,3.42,Retained
S02001,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2025,Spring,2025,2023,Continuing,16,Full-Time,3.8,
S02001,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2025,Summer,2025,2023,Continuing,8,Full-Time,3.34,
S02002,Health Sciences,Nursing,Nursing Major,Fall 2023,Fall,2023,2023,First-Time,17,Full-Time,2.13,Retained
S02002,Health Sciences,Nursing,Nursing Major,Spring 2024,Spring,2024,2023,Continuing,14,Full-Time,2.34,
S02002,Health Sciences,Nursing,Nursing Major,Summer 2024,Summer,2024,2023,Continuing,12,Full-Time,2.91,
S02002,Health Sciences,Nursing,Nursing Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,2.65,Not Retained
S02002,Health Sciences,Nursing,Nursing Major,Spring 2025,Spring,2025,2023,Continuing,15,Full-Time,2.35,
S02002,Health Sciences,Nursing,Nursing Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,2.11,
S02003,Engineering,Civil Engineering,Civil Engineering Major,Fall 2023,Fall,2023,2023,First-Time,10,Part-Time,2.74,Retained
S02003,Engineering,Civil Engineering,Civil Engineering Major,Spring 2024,Spring,2024,2023,Continuing,14,Full-Time,2.95,
S02003,Engineering,Civil Engineering,Civil Engineering Major,Summer 2024,Summer,2024,2023,Continuing,3,Part-Time,2.07,
S02003,Engineering,Civil Engineering,Civil Engineering Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,3.01,Retained
S02003,Engineering,Civil Engineering,Civil Engineering Major,Spring 2025,Spring,2025,2023,Continuing,12,Full-Time,3.27,
S02003,Engineering,Civil Engineering,Civil Engineering Major,Summer 2025,Summer,2025,2023,Continuing,5,Part-Time,2.29,
S02004,Arts & Sciences,Psychology,Psychology Major,Fall 2023,Fall,2023,2024,Continuing,12,Full-Time,2.38,Retained
S02004,Arts & Sciences,Psychology,Psychology Major,Spring 2024,Spring,2024,2024,Continuing,15,Full-Time,1.89,
S02004,Arts & Sciences,Psychology,Psychology Major,Summer 2024,Summer,2024,2024,Continuing,5,Part-Time,2.59,
S02004,Arts & Sciences,Psychology,Psychology Major,Fall 2024,Fall,2024,2024,First-Time,15,Full-Time,2.7,Not Retained
S02004,Arts & Sciences,Psychology,Psychology Major,Spring 2025,Spring,2025,2024,Continuing,11,Part-Time,2.16,
S02004,Arts & Sciences,Psychology,Psychology Major,Summer 2025,Summer,2025,2024,Continuing,8,Full-Time,1.99,
S02005,Health Sciences,Physical Therapy,Physical Therapy Major,Fall 2023,Fall,2023,2024,Continuing,15,Full-Time,3.07,Retained
S02005,Health Sciences,Physical Therapy,Physical Therapy Major,Spring 2024,Spring,2024,2024,Continuing,14,Full-Time,3.1,
S02005,Health Sciences,Physical Therapy,Physical Therapy Major,Summer 2024,Summer,2024,2024,Continuing,5,Part-Time,2.59,
S02005,Health Sciences,Physical Therapy,Physical Therapy Major,Fall 2024,Fall,2024,2024,First-Time,13,Full-Time,3.32,Not Retained
S02005,Health Sciences,Physical Therapy,Physical Therapy Major,Spring 2025,Spring,2025,2024,Continuing,14,Full-Time,2.77,
S02005,Health Sciences,Physical Therapy,Physical Therapy Major,Summer 2025,Summer,2025,2024,Continuing,4,Part-Time,2.6,
S02006,Arts & Sciences,History,History Major,Fall 2023,Fall,2023,2023,First-Time,16,Full-Time,2.36,Not Retained
S02006,Arts & Sciences,History,History Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,2.7,
S02006,Arts & Sciences,History,History Major,Summer 2024,Summer,2024,2023,Continuing,9,Full-Time,2.25,
S02006,Arts & Sciences,History,History Major,Fall 2024,Fall,2024,2023,Continuing,16,Full-Time,2.32,Retained
S02006,Arts & Sciences,History,History Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,1.88,
S02006,Arts & Sciences,History,History Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,2.65,
S02007,Engineering,Computer Engineering,Computer Engineering Major,Fall 2023,Fall,2023,2023,First-Time,16,Full-Time,2.34,Retained
S02007,Engineering,Computer Engineering,Computer Engineering Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,2.97,
S02007,Engineering,Computer Engineering,Computer Engineering Major,Summer 2024,Summer,2024,2023,Continuing,8,Full-Time,2.6,
S02007,Engineering,Computer Engineering,Computer Engineering Major,Fall 2024,Fall,2024,2023,Continuing,13,Full-Time,2.8,Retained
S02007,Engineering,Computer Engineering,Computer Engineering Major,Spring 2025,Spring,2025,2023,Continuing,9,Part-Time,2.08,
S02007,Engineering,Computer Engineering,Computer Engineering Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,2.67,
S02008,Health Sciences,Physical Therapy,Physical Therapy Major,Fall 2023,Fall,2023,2025,Continuing,17,Full-Time,2.17,Retained
S02008,Health Sciences,Physical Therapy,Physical Therapy Major,Spring 2024,Spring,2024,2025,Continuing,15,Full-Time,2.73,
S02008,Health Sciences,Physical Therapy,Physical Therapy Major,Summer 2024,Summer,2024,2025,Continuing,9,Full-Time,2.06,
S02008,Health Sciences,Physical Therapy,Physical Therapy Major,Fall 2024,Fall,2024,2025,Continuing,11,Part-Time,3.87,Retained
S02008,Health Sciences,Physical Therapy,Physical Therapy Major,Spring 2025,Spring,2025,2025,Continuing,9,Part-Time,2.39,
S02008,Health Sciences,Physical Therapy,Physical Therapy Major,Summer 2025,Summer,2025,2025,Continuing,8,Full-Time,2.49,
S02009,Engineering,Computer Engineering,Computer Engineering Major,Fall 2023,Fall,2023,2025,Continuing,14,Full-Time,3.2,Retained
S02009,Engineering,Computer Engineering,Computer Engineering Major,Spring 2024,Spring,2024,2025,Continuing,16,Full-Time,2.94,
S02009,Engineering,Computer Engineering,Computer Engineering Major,Summer 2024,Summer,2024,2025,Continuing,6,Full-Time,3.51,
S02009,Engineering,Computer Engineering,Computer Engineering Major,Fall 2024,Fall,2024,2025,Continuing,12,Full-Time,2.73,Retained
S02009,Engineering,Computer Engineering,Computer Engineering Major,Spring 2025,Spring,2025,2025,Continuing,10,Part-Time,2.53,
S02009,Engineering,Computer Engineering,Computer Engineering Major,Summer 2025,Summer,2025,2025,Continuing,7,Full-Time,2.83,
S02010,Health Sciences,Public Health,Public Health Major,Fall 2023,Fall,2023,2023,First-Time,11,Part-Time,1.52,Not Retained
S02010,Health Sciences,Public Health,Public Health Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,1.07,
S02010,Health Sciences,Public Health,Public Health Major,Summer 2024,Summer,2024,2023,Continuing,4,Part-Time,1.58,
S02010,Health Sciences,Public Health,Public Health Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,1.4,Not Retained
S02010,Health Sciences,Public Health,Public Health Major,Spring 2025,Spring,2025,2023,Continuing,14,Full-Time,1.09,
S02010,Health Sciences,Public Health,Public Health Major,Summer 2025,Summer,2025,2023,Continuing,10,Full-Time,1.85,
S02011,Education,Educational Leadership,Educational Leadership Major,Fall 2023,Fall,2023,2024,Continuing,13,Full-Time,2.64,Retained
S02011,Education,Educational Leadership,Educational Leadership Major,Spring 2024,Spring,2024,2024,Continuing,15,Full-Time,3,
S02011,Education,Educational Leadership,Educational Leadership Major,Summer 2024,Summer,2024,2024,Continuing,7,Full-Time,2.6,
S02011,Education,Educational Leadership,Educational Leadership Major,Fall 2024,Fall,2024,2024,First-Time,14,Full-Time,2.48,Not Retained
S02011,Education,Educational Leadership,Educational Leadership Major,Spring 2025,Spring,2025,2024,Continuing,9,Part-Time,2.45,
S02011,Education,Educational Leadership,Educational Leadership Major,Summer 2025,Summer,2025,2024,Continuing,9,Full-Time,2.4,
S02012,Education,Educational Leadership,Educational Leadership Major,Fall 2023,Fall,2023,2023,First-Time,14,Full-Time,3.41,Not Retained
S02012,Education,Educational Leadership,Educational Leadership Major,Spring 2024,Spring,2024,2023,Continuing,17,Full-Time,3.48,
S02012,Education,Educational Leadership,Educational Leadership Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,3.18,
S02012,Education,Educational Leadership,Educational Leadership Major,Fall 2024,Fall,2024,2023,Continuing,13,Full-Time,3.17,Retained
S02012,Education,Educational Leadership,Educational Leadership Major,Spring 2025,Spring,2025,2023,Continuing,15,Full-Time,3.78,
S02012,Education,Educational Leadership,Educational Leadership Major,Summer 2025,Summer,2025,2023,Continuing,7,Full-Time,3.68,
S02013,Education,Elementary Education,Elementary Education Major,Fall 2023,Fall,2023,2023,First-Time,15,Full-Time,2.56,Retained
S02013,Education,Elementary Education,Elementary Education Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,3.73,
S02013,Education,Elementary Education,Elementary Education Major,Summer 2024,Summer,2024,2023,Continuing,7,Full-Time,3.45,
S02013,Education,Elementary Education,Elementary Education Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,3.36,Retained
S02013,Education,Elementary Education,Elementary Education Major,Spring 2025,Spring,2025,2023,Continuing,12,Full-Time,3.85,
S02013,Education,Elementary Education,Elementary Education Major,Summer 2025,Summer,2025,2023,Continuing,9,Full-Time,2.72,
S02014,Health Sciences,Public Health,Public Health Major,Fall 2023,Fall,2023,2024,Continuing,17,Full-Time,2.15,Not Retained
S02014,Health Sciences,Public Health,Public Health Major,Spring 2024,Spring,2024,2024,Continuing,9,Part-Time,2.83,
S02014,Health Sciences,Public Health,Public Health Major,Summer 2024,Summer,2024,2024,Continuing,7,Full-Time,2.55,
S02014,Health Sciences,Public Health,Public Health Major,Fall 2024,Fall,2024,2024,First-Time,11,Part-Time,2.16,Retained
S02014,Health Sciences,Public Health,Public Health Major,Spring 2025,Spring,2025,2024,Continuing,13,Full-Time,2.86,
S02014,Health Sciences,Public Health,Public Health Major,Summer 2025,Summer,2025,2024,Continuing,9,Full-Time,2.77,
S02015,Arts & Sciences,Statistics,Statistics Major,Fall 2023,Fall,2023,2023,First-Time,12,Full-Time,2.5,Retained
S02015,Arts & Sciences,Statistics,Statistics Major,Spring 2024,Spring,2024,2023,Continuing,16,Full-Time,2.9,
S02015,Arts & Sciences,Statistics,Statistics Major,Summer 2024,Summer,2024,2023,Continuing,7,Full-Time,3.05,
S02015,Arts & Sciences,Statistics,Statistics Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,3.22,Retained
S02015,Arts & Sciences,Statistics,Statistics Major,Spring 2025,Spring,2025,2023,Continuing,15,Full-Time,2.92,
S02015,Arts & Sciences,Statistics,Statistics Major,Summer 2025,Summer,2025,2023,Continuing,8,Full-Time,3.35,
S02016,Health Sciences,Public Health,Public Health Major,Fall 2023,Fall,2023,2024,Continuing,14,Full-Time,2.39,Retained
S02016,Health Sciences,Public Health,Public Health Major,Spring 2024,Spring,2024,2024,Continuing,15,Full-Time,2.69,
S02016,Health Sciences,Public Health,Public Health Major,Summer 2024,Summer,2024,2024,Continuing,7,Full-Time,2.58,
S02016,Health Sciences,Public Health,Public Health Major,Fall 2024,Fall,2024,2024,First-Time,12,Full-Time,2.12,Not Retained
S02016,Health Sciences,Public Health,Public Health Major,Spring 2025,Spring,2025,2024,Continuing,16,Full-Time,2.91,
S02016,Health Sciences,Public Health,Public Health Major,Summer 2025,Summer,2025,2024,Continuing,3,Part-Time,2.81,
S02017,Health Sciences,Nursing,Nursing Major,Fall 2023,Fall,2023,2023,First-Time,12,Full-Time,2.92,Retained
S02017,Health Sciences,Nursing,Nursing Major,Spring 2024,Spring,2024,2023,Continuing,14,Full-Time,3.26,
S02017,Health Sciences,Nursing,Nursing Major,Summer 2024,Summer,2024,2023,Continuing,8,Full-Time,3.27,
S02017,Health Sciences,Nursing,Nursing Major,Fall 2024,Fall,2024,2023,Continuing,11,Part-Time,2.5,Not Retained
S02017,Health Sciences,Nursing,Nursing Major,Spring 2025,Spring,2025,2023,Continuing,14,Full-Time,3.06,
S02017,Health Sciences,Nursing,Nursing Major,Summer 2025,Summer,2025,2023,Continuing,9,Full-Time,2.79,
S02018,Arts & Sciences,Biology,Biology Major,Fall 2023,Fall,2023,2024,Continuing,14,Full-Time,2.94,Not Retained
S02018,Arts & Sciences,Biology,Biology Major,Spring 2024,Spring,2024,2024,Continuing,16,Full-Time,2.67,
S02018,Arts & Sciences,Biology,Biology Major,Summer 2024,Summer,2024,2024,Continuing,7,Full-Time,2.57,
S02018,Arts & Sciences,Biology,Biology Major,Fall 2024,Fall,2024,2024,First-Time,13,Full-Time,2.99,Retained
S02018,Arts & Sciences,Biology,Biology Major,Spring 2025,Spring,2025,2024,Continuing,12,Full-Time,3.19,
S02018,Arts & Sciences,Biology,Biology Major,Summer 2025,Summer,2025,2024,Continuing,11,Full-Time,2.5,
S02019,Engineering,Civil Engineering,Civil Engineering Major,Fall 2023,Fall,2023,2025,Continuing,16,Full-Time,1.62,Retained
S02019,Engineering,Civil Engineering,Civil Engineering Major,Spring 2024,Spring,2024,2025,Continuing,10,Part-Time,2.82,
S02019,Engineering,Civil Engineering,Civil Engineering Major,Summer 2024,Summer,2024,2025,Continuing,8,Full-Time,2.07,
S02019,Engineering,Civil Engineering,Civil Engineering Major,Fall 2024,Fall,2024,2025,Continuing,11,Part-Time,2.35,Retained
S02019,Engineering,Civil Engineering,Civil Engineering Major,Spring 2025,Spring,2025,2025,Continuing,16,Full-Time,2.26,
S02019,Engineering,Civil Engineering,Civil Engineering Major,Summer 2025,Summer,2025,2025,Continuing,7,Full-Time,2.27,
S02020,Arts & Sciences,Biology,Biology Major,Fall 2023,Fall,2023,2024,Continuing,15,Full-Time,1.96,Retained
S02020,Arts & Sciences,Biology,Biology Major,Spring 2024,Spring,2024,2024,Continuing,15,Full-Time,2.07,
S02020,Arts & Sciences,Biology,Biology Major,Summer 2024,Summer,2024,2024,Continuing,8,Full-Time,2.24,
S02020,Arts & Sciences,Biology,Biology Major,Fall 2024,Fall,2024,2024,First-Time,17,Full-Time,2.51,Retained
S02020,Arts & Sciences,Biology,Biology Major,Spring 2025,Spring,2025,2024,Continuing,12,Full-Time,2.31,
S02020,Arts & Sciences,Biology,Biology Major,Summer 2025,Summer,2025,2024,Continuing,7,Full-Time,2.3,
S02021,Engineering,Computer Engineering,Computer Engineering Major,Fall 2023,Fall,2023,2023,First-Time,11,Part-Time,3.39,Retained
S02021,Engineering,Computer Engineering,Computer Engineering Major,Spring 2024,Spring,2024,2023,Continuing,13,Full-Time,2.58,
S02021,Engineering,Computer Engineering,Computer Engineering Major,Summer 2024,Summer,2024,2023,Continuing,11,Full-Time,3.36,
S02021,Engineering,Computer Engineering,Computer Engineering Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,2.36,Retained
S02021,Engineering,Computer Engineering,Computer Engineering Major,Spring 2025,Spring,2025,2023,Continuing,16,Full-Time,3.16,
S02021,Engineering,Computer Engineering,Computer Engineering Major,Summer 2025,Summer,2025,2023,Continuing,7,Full-Time,2.68,
S02022,Arts & Sciences,Chemistry,Chemistry Major,Fall 2023,Fall,2023,2023,First-Time,10,Part-Time,1.82,Retained
S02022,Arts & Sciences,Chemistry,Chemistry Major,Spring 2024,Spring,2024,2023,Continuing,9,Part-Time,1.77,
S02022,Arts & Sciences,Chemistry,Chemistry Major,Summer 2024,Summer,2024,2023,Continuing,8,Full-Time,2.45,
S02022,Arts & Sciences,Chemistry,Chemistry Major,Fall 2024,Fall,2024,2023,Continuing,9,Part-Time,1.9,Not Retained
S02022,Arts & Sciences,Chemistry,Chemistry Major,Spring 2025,Spring,2025,2023,Continuing,9,Part-Time,1.86,
S02022,Arts & Sciences,Chemistry,Chemistry Major,Summer 2025,Summer,2025,2023,Continuing,3,Part-Time,2.54,
S02023,Engineering,Civil Engineering,Civil Engineering Major,Fall 2023,Fall,2023,2023,First-Time,13,Full-Time,2.79,Retained
S02023,Engineering,Civil Engineering,Civil Engineering Major,Spring 2024,Spring,2024,2023,Continuing,11,Part-Time,3.14,
S02023,Engineering,Civil Engineering,Civil Engineering Major,Summer 2024,Summer,2024,2023,Continuing,7,Full-Time,4,
S02023,Engineering,Civil Engineering,Civil Engineering Major,Fall 2024,Fall,2024,2023,Continuing,11,Part-Time,3.31,Not Retained
S02023,Engineering,Civil Engineering,Civil Engineering Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,2.76,
S02023,Engineering,Civil Engineering,Civil Engineering Major,Summer 2025,Summer,2025,2023,Continuing,3,Part-Time,3.1,
S02024,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2023,Fall,2023,2024,Continuing,12,Full-Time,2.51,Not Retained
S02024,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2024,Spring,2024,2024,Continuing,9,Part-Time,2.31,
S02024,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2024,Summer,2024,2024,Continuing,9,Full-Time,2.57,
S02024,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2024,Fall,2024,2024,First-Time,16,Full-Time,2.69,Retained
S02024,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2025,Spring,2025,2024,Continuing,15,Full-Time,2.69,
S02024,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2025,Summer,2025,2024,Continuing,7,Full-Time,2.45,
S02025,Engineering,Computer Engineering,Computer Engineering Major,Fall 2023,Fall,2023,2024,Continuing,13,Full-Time,2.68,Retained
S02025,Engineering,Computer Engineering,Computer Engineering Major,Spring 2024,Spring,2024,2024,Continuing,11,Part-Time,3.04,
S02025,Engineering,Computer Engineering,Computer Engineering Major,Summer 2024,Summer,2024,2024,Continuing,9,Full-Time,2.08,
S02025,Engineering,Computer Engineering,Computer Engineering Major,Fall 2024,Fall,2024,2024,First-Time,14,Full-Time,2.85,Retained
S02025,Engineering,Computer Engineering,Computer Engineering Major,Spring 2025,Spring,2025,2024,Continuing,11,Part-Time,3.09,
S02025,Engineering,Computer Engineering,Computer Engineering Major,Summer 2025,Summer,2025,2024,Continuing,9,Full-Time,2.55,
S02026,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2023,Fall,2023,2025,Continuing,16,Full-Time,1.9,Not Retained
S02026,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2024,Spring,2024,2025,Continuing,11,Part-Time,1.91,
S02026,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2024,Summer,2024,2025,Continuing,6,Full-Time,2.28,
S02026,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2024,Fall,2024,2025,Continuing,13,Full-Time,2.6,Retained
S02026,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2025,Spring,2025,2025,Continuing,14,Full-Time,1.72,
S02026,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2025,Summer,2025,2025,Continuing,6,Full-Time,1.87,
S02027,Engineering,Computer Engineering,Computer Engineering Major,Fall 2023,Fall,2023,2024,Continuing,11,Part-Time,3.03,Retained
S02027,Engineering,Computer Engineering,Computer Engineering Major,Spring 2024,Spring,2024,2024,Continuing,12,Full-Time,2.96,
S02027,Engineering,Computer Engineering,Computer Engineering Major,Summer 2024,Summer,2024,2024,Continuing,12,Full-Time,2.97,
S02027,Engineering,Computer Engineering,Computer Engineering Major,Fall 2024,Fall,2024,2024,First-Time,13,Full-Time,3.36,Retained
S02027,Engineering,Computer Engineering,Computer Engineering Major,Spring 2025,Spring,2025,2024,Continuing,9,Part-Time,3.35,
S02027,Engineering,Computer Engineering,Computer Engineering Major,Summer 2025,Summer,2025,2024,Continuing,3,Part-Time,3.7,
S02028,Arts & Sciences,Chemistry,Chemistry Major,Fall 2023,Fall,2023,2024,Continuing,16,Full-Time,1.91,Not Retained
S02028,Arts & Sciences,Chemistry,Chemistry Major,Spring 2024,Spring,2024,2024,Continuing,13,Full-Time,2.63,
S02028,Arts & Sciences,Chemistry,Chemistry Major,Summer 2024,Summer,2024,2024,Continuing,4,Part-Time,1.96,
S02028,Arts & Sciences,Chemistry,Chemistry Major,Fall 2024,Fall,2024,2024,First-Time,15,Full-Time,1.5,Not Retained
S02028,Arts & Sciences,Chemistry,Chemistry Major,Spring 2025,Spring,2025,2024,Continuing,16,Full-Time,1.84,
S02028,Arts & Sciences,Chemistry,Chemistry Major,Summer 2025,Summer,2025,2024,Continuing,5,Part-Time,1.42,
S02029,Arts & Sciences,Biology,Biology Major,Fall 2023,Fall,2023,2023,First-Time,9,Part-Time,2.75,Not Retained
S02029,Arts & Sciences,Biology,Biology Major,Spring 2024,Spring,2024,2023,Continuing,16,Full-Time,2.14,
S02029,Arts & Sciences,Biology,Biology Major,Summer 2024,Summer,2024,2023,Continuing,6,Full-Time,2.62,
S02029,Arts & Sciences,Biology,Biology Major,Fall 2024,Fall,2024,2023,Continuing,15,Full-Time,2.29,Retained
S02029,Arts & Sciences,Biology,Biology Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,2.13,
S02029,Arts & Sciences,Biology,Biology Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,2.69,
S02030,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2023,Fall,2023,2025,Continuing,16,Full-Time,1.98,Retained
S02030,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2024,Spring,2024,2025,Continuing,15,Full-Time,1.97,
S02030,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2024,Summer,2024,2025,Continuing,7,Full-Time,2.12,
S02030,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2024,Fall,2024,2025,Continuing,9,Part-Time,2.16,Not Retained
S02030,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2025,Spring,2025,2025,Continuing,17,Full-Time,2.2,
S02030,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2025,Summer,2025,2025,Continuing,5,Part-Time,1.96,
S02031,Engineering,Computer Engineering,Computer Engineering Major,Fall 2023,Fall,2023,2024,Continuing,16,Full-Time,2.84,Retained
S02031,Engineering,Computer Engineering,Computer Engineering Major,Spring 2024,Spring,2024,2024,Continuing,12,Full-Time,2.58,
S02031,Engineering,Computer Engineering,Computer Engineering Major,Summer 2024,Summer,2024,2024,Continuing,3,Part-Time,2.14,
S02031,Engineering,Computer Engineering,Computer Engineering Major,Fall 2024,Fall,2024,2024,First-Time,16,Full-Time,1.87,Not Retained
S02031,Engineering,Computer Engineering,Computer Engineering Major,Spring 2025,Spring,2025,2024,Continuing,15,Full-Time,2.6,
S02031,Engineering,Computer Engineering,Computer Engineering Major,Summer 2025,Summer,2025,2024,Continuing,4,Part-Time,1.59,
S02032,Engineering,Civil Engineering,Civil Engineering Major,Fall 2023,Fall,2023,2023,First-Time,13,Full-Time,2.97,Not Retained
S02032,Engineering,Civil Engineering,Civil Engineering Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,2.44,
S02032,Engineering,Civil Engineering,Civil Engineering Major,Summer 2024,Summer,2024,2023,Continuing,10,Full-Time,2.83,
S02032,Engineering,Civil Engineering,Civil Engineering Major,Fall 2024,Fall,2024,2023,Continuing,16,Full-Time,2.74,Retained
S02032,Engineering,Civil Engineering,Civil Engineering Major,Spring 2025,Spring,2025,2023,Continuing,15,Full-Time,2.16,
S02032,Engineering,Civil Engineering,Civil Engineering Major,Summer 2025,Summer,2025,2023,Continuing,5,Part-Time,1.92,
S02033,Arts & Sciences,Biology,Biology Major,Fall 2023,Fall,2023,2023,First-Time,17,Full-Time,2.08,Retained
S02033,Arts & Sciences,Biology,Biology Major,Spring 2024,Spring,2024,2023,Continuing,16,Full-Time,1.96,
S02033,Arts & Sciences,Biology,Biology Major,Summer 2024,Summer,2024,2023,Continuing,9,Full-Time,2.49,
S02033,Arts & Sciences,Biology,Biology Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,1.87,Not Retained
S02033,Arts & Sciences,Biology,Biology Major,Spring 2025,Spring,2025,2023,Continuing,15,Full-Time,2.57,
S02033,Arts & Sciences,Biology,Biology Major,Summer 2025,Summer,2025,2023,Continuing,8,Full-Time,2.18,
S02034,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2023,Fall,2023,2024,Continuing,15,Full-Time,2.32,Retained
S02034,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2024,Spring,2024,2024,Continuing,9,Part-Time,1.85,
S02034,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2024,Summer,2024,2024,Continuing,5,Part-Time,2.54,
S02034,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2024,Fall,2024,2024,First-Time,16,Full-Time,2.14,Retained
S02034,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2025,Spring,2025,2024,Continuing,11,Part-Time,2.21,
S02034,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2025,Summer,2025,2024,Continuing,5,Part-Time,1.94,
S02035,Arts & Sciences,Mathematics,Mathematics Major,Fall 2023,Fall,2023,2024,Continuing,13,Full-Time,2.99,Retained
S02035,Arts & Sciences,Mathematics,Mathematics Major,Spring 2024,Spring,2024,2024,Continuing,9,Part-Time,3.59,
S02035,Arts & Sciences,Mathematics,Mathematics Major,Summer 2024,Summer,2024,2024,Continuing,5,Part-Time,2.6,
S02035,Arts & Sciences,Mathematics,Mathematics Major,Fall 2024,Fall,2024,2024,First-Time,15,Full-Time,2.81,Retained
S02035,Arts & Sciences,Mathematics,Mathematics Major,Spring 2025,Spring,2025,2024,Continuing,13,Full-Time,3.04,
S02035,Arts & Sciences,Mathematics,Mathematics Major,Summer 2025,Summer,2025,2024,Continuing,4,Part-Time,2.88,
S02036,Health Sciences,Physical Therapy,Physical Therapy Major,Fall 2023,Fall,2023,2024,Continuing,10,Part-Time,2.34,Not Retained
S02036,Health Sciences,Physical Therapy,Physical Therapy Major,Spring 2024,Spring,2024,2024,Continuing,12,Full-Time,1.72,
S02036,Health Sciences,Physical Therapy,Physical Therapy Major,Summer 2024,Summer,2024,2024,Continuing,5,Part-Time,2.74,
S02036,Health Sciences,Physical Therapy,Physical Therapy Major,Fall 2024,Fall,2024,2024,First-Time,10,Part-Time,1.82,Retained
S02036,Health Sciences,Physical Therapy,Physical Therapy Major,Spring 2025,Spring,2025,2024,Continuing,9,Part-Time,1.47,
S02036,Health Sciences,Physical Therapy,Physical Therapy Major,Summer 2025,Summer,2025,2024,Continuing,4,Part-Time,1.39,
S02037,Arts & Sciences,Mathematics,Mathematics Major,Fall 2023,Fall,2023,2023,First-Time,14,Full-Time,2.64,Retained
S02037,Arts & Sciences,Mathematics,Mathematics Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,2.79,
S02037,Arts & Sciences,Mathematics,Mathematics Major,Summer 2024,Summer,2024,2023,Continuing,7,Full-Time,2.85,
